	movie	rating	release	age_10	age_6	age_3	age_1
8872	Wayne's World	6.5	1992-02-14	31.610000000000003	28.05	31.100000000000005	28.7
8873	Wayne's World 2	5.8	1993-12-10	42.26	40.25	39.96666666666667	30.6
8874	My Best Friend's Wedding	6.4	1997-06-19	38.59	42.56666666666667	29.400000000000002	29.7
8879	Pale Rider	7.0	1985-06-28	43.14	38.16666666666667	46.366666666666674	55.1
8881	Che: Part One	6.8	2008-09-05	-1	37.23333333333334	39.93333333333334	41.6
8882	Gomorrah	6.6	2008-05-16	-1	-1	45.666666666666664	49.3
8885	Waltz with Bashir	7.8	2008-06-25	-1	-1	-1	45.6
8909	Wanted	6.4	2008-06-19	43.08	47.583333333333336	44.46666666666666	33.1
8913	Pet Sematary	6.4	1989-04-21	-1	35.25	41.333333333333336	29.8
8914	Deep Blue Sea	5.6	1999-07-28	-1	36.166666666666664	29.600000000000005	30.4
8916	Antz	6.0	1998-10-02	54.19	58.050000000000004	58.76666666666666	62.9
8920	Garfield	5.2	2004-06-10	-1	42.51666666666667	36.4	53.8
8922	Jeepers Creepers	6.1	2001-07-01	-1	42.516666666666666	30.23333333333333	31.2
8923	Green Street Hooligans	7.1	2005-09-09	32.36	29.8	27.933333333333334	24.6
8952	I Love You Phillip Morris	6.4	2009-01-18	-1	38.88333333333333	40.53333333333333	47.0
8960	Hancock	6.2	2008-07-01	-1	38.13333333333333	37.4	39.8
8961	Bad Boys II	6.3	2003-07-18	-1	37.9	36.06666666666666	38.3
8963	Crimson Tide	7.0	1995-05-12	-1	44.050000000000004	48.06666666666666	40.4
8966	Twilight	5.8	2008-11-20	25.829999999999995	26.116666666666664	27.7	18.6
8967	The Tree of Life	6.5	2011-05-18	-1	39.33333333333333	44.133333333333326	47.4
8968	Boogeyman	4.7	2005-02-04	-1	24.849999999999998	23.833333333333332	28.3
8976	A Lot Like Love	6.5	2005-04-22	29.46	28.900000000000002	28.96666666666667	27.2
8978	Assault on Precinct 13	6.0	2005-01-19	40.62999999999999	40.61666666666667	44.13333333333333	34.2
8984	Disclosure	5.9	1994-12-09	40.74	40.53333333333334	47.23333333333334	50.2
8987	The River Wild	6.1	1994-09-30	-1	33.083333333333336	42.43333333333333	45.3
8999	Derailed	6.1	2005-11-11	-1	31.96666666666667	38.96666666666667	41.1
9003	Hellraiser	6.9	1987-09-11	-1	-1	32.93333333333333	45.6
9007	Just Like Heaven	6.6	2005-09-16	40.08	35.31666666666667	35.63333333333333	29.5
9008	The Insider	7.3	1999-10-28	43.39999999999999	52.166666666666664	55.0	59.5
9009	Dark Water	5.3	2005-07-08	38.23	37.88333333333333	39.66666666666667	34.6
9012	Jackass: The Movie	6.1	2002-10-21	28.409999999999997	28.266666666666666	27.7	31.6
9013	Midnight Run	7.2	1988-07-20	-1	45.11666666666667	49.666666666666664	45.0
9016	Treasure Planet	7.2	2002-11-26	-1	45.333333333333336	43.6	21.8
9021	The Santa Clause 2	5.5	2002-10-31	34.07000000000001	29.833333333333332	35.5	49.4
9022	All the Boys Love Mandy Lane	5.7	2008-02-15	-1	24.816666666666666	25.8	21.8
9023	Spirit: Stallion of the Cimarron	7.4	2002-05-24	-1	-1	-1	31.6
9029	What Happens in Vegas	5.8	2008-05-07	41.339999999999996	37.233333333333334	31.7	30.3
9030	The Eye	5.5	2008-02-01	-1	40.76666666666667	33.9	26.8
9032	Big Daddy	6.1	1999-06-25	30.71	27.433333333333337	31.266666666666666	32.8
9035	Slither	6.2	2006-03-31	-1	36.1	40.36666666666667	35.0
9036	Eight Below	6.7	2006-02-17	-1	43.4	37.5	32.5
9038	The Heartbreak Kid	5.7	2007-10-05	52.510000000000005	53.06666666666666	34.300000000000004	41.9
9040	Serpico	7.5	1973-12-05	-1	37.86666666666667	38.6	33.6
9042	The Cave	5.2	2005-08-25	38.21000000000001	32.98333333333334	33.1	30.4
9043	The Family Stone	6.1	2005-12-14	38.37	38.51666666666667	37.93333333333334	26.7
9044	Tristan & Isolde	6.4	2006-04-07	34.43999999999999	33.166666666666664	30.866666666666664	28.0
9053	DOA: Dead or Alive	5.0	2006-09-07	31.15	27.83333333333334	25.5	29.1
9064	Hellbound: Hellraiser II	6.3	1988-12-23	-1	29.683333333333334	33.26666666666667	33.1
9072	Little Man	5.3	2006-08-31	-1	40.38333333333333	33.1	34.1
9075	Black Book	7.2	2006-09-01	-1	37.199999999999996	41.266666666666666	30.0
9078	The Sword in the Stone	7.0	1963-12-25	-1	44.93333333333333	58.199999999999996	45.5
9081	Waking Life	7.6	2001-01-23	-1	32.9	28.5	24.2
9087	The American President	6.6	1995-11-17	37.769999999999996	39.583333333333336	41.06666666666667	51.2
9100	The Craft	6.3	1996-05-03	27.99	24.849999999999998	22.833333333333332	23.9
9208	Broken Arrow	5.7	1996-02-09	39.129999999999995	36.74999999999999	31.433333333333334	42.0
9255	Hot Shots! Part Deux	6.2	1993-05-21	-1	46.31666666666667	44.900000000000006	27.7
9257	S.W.A.T.	5.8	2003-08-08	35.12	34.516666666666666	35.666666666666664	54.7
9268	Eraser	5.6	1996-06-21	45.81000000000001	50.800000000000004	46.166666666666664	48.9
9270	Brick	6.8	2005-01-30	27.55	23.049999999999997	25.599999999999998	24.0
9272	The Good Son	6.2	1993-09-24	-1	29.58333333333333	21.066666666666666	13.1
9273	Ace Ventura: When Nature Calls	6.1	1995-11-10	-1	39.03333333333334	41.76666666666667	33.8
9276	The Faculty	6.2	1998-12-25	25.029999999999994	20.566666666666666	19.299999999999997	18.7
9277	The Sting	7.9	1973-12-25	-1	47.333333333333336	44.23333333333333	48.9
9279	Jingle All the Way	5.5	1996-11-15	-1	39.76666666666666	45.833333333333336	49.3
9281	Witness	7.0	1985-02-08	-1	38.26666666666667	40.300000000000004	42.6
9282	11:14	6.8	2003-05-16	32.92	34.28333333333333	36.13333333333333	31.7
9285	Road Trip	6.0	2000-05-19	26.859999999999996	24.400000000000002	24.633333333333336	26.1
9286	Final Destination 3	5.8	2006-02-10	24.94	23.433333333333334	24.03333333333333	21.2
9289	The Longest Day	7.3	1962-09-25	44.26	44.400000000000006	47.366666666666674	56.5
9291	The Longest Yard	6.1	2005-05-27	40.03	42.76666666666667	49.43333333333334	38.7
9292	Hudson Hawk	5.4	1991-05-23	-1	43.366666666666674	42.43333333333334	36.2
9293	John Tucker Must Die	5.9	2006-07-27	-1	23.166666666666668	24.599999999999998	27.6
9294	Phenomenon	6.2	1996-07-05	40.57	49.550000000000004	36.1	42.4
9296	S1m0ne	5.5	2002-08-23	35.14	34.666666666666664	43.4	62.4
9297	Monster House	6.4	2006-07-21	-1	25.466666666666665	23.933333333333334	8.2
9298	Ali G Indahouse	6.0	2002-03-21	-1	38.23333333333333	49.166666666666664	30.5
9303	Bound	6.9	1996-09-13	-1	46.56666666666666	39.1	38.0
9312	Mortal Kombat	5.5	1995-08-18	-1	34.0	36.266666666666666	38.4
9313	The Man in the Iron Mask	6.3	1998-03-12	38.010000000000005	42.016666666666666	40.666666666666664	23.3
9314	Nineteen Eighty-Four	6.8	1984-10-10	-1	46.150000000000006	42.53333333333333	44.7
9315	Flightplan	6.2	2005-09-22	-1	36.800000000000004	41.333333333333336	42.9
9316	Ong-Bak: The Thai Warrior	7.0	2003-01-21	-1	-1	28.53333333333333	27.0
9319	The Last Boy Scout	6.5	1991-12-11	35.61	33.800000000000004	34.23333333333333	36.8
9320	The Avengers	4.3	1998-08-13	49.15	49.666666666666664	44.0	35.7
9322	La Femme Nikita	7.1	1990-02-21	-1	39.483333333333334	34.6	29.8
9323	Ghost in the Shell	7.8	1995-11-18	-1	-1	44.03333333333333	33.0
9325	The Jungle Book	7.1	1967-10-17	-1	50.96666666666667	41.6	12.1
9326	Romancing the Stone	6.6	1984-03-30	-1	39.93333333333334	36.23333333333333	39.5
9327	The Nutty Professor	5.4	1996-06-26	-1	34.43333333333333	42.666666666666664	35.3
9331	Clear and Present Danger	6.4	1994-08-03	43.8	44.65	46.06666666666666	52.1
9333	Last Man Standing	6.2	1996-09-20	43.68	46.9	51.5	41.5
9334	The Scorpion King	5.3	2002-04-16	41.41	39.61666666666667	36.199999999999996	30.0
9335	Transporter 2	6.2	2005-08-02	-1	38.833333333333336	30.933333333333334	38.0
9336	Police Academy	6.5	1984-03-22	36.84	39.38333333333333	30.933333333333337	25.6
9339	Click	6.0	2006-06-22	39.84	51.083333333333336	45.333333333333336	39.8
9340	The Goonies	7.4	1985-06-06	22.490000000000002	17.816666666666666	13.533333333333333	14.3
9341	The Core	5.4	2003-03-28	-1	38.483333333333334	38.06666666666666	35.1
9342	The Mask of Zorro	6.3	1998-07-16	-1	-1	42.46666666666666	38.0
9344	Kids	6.8	1995-07-28	-1	-1	17.96666666666667	17.0
9346	Risky Business	6.4	1983-08-05	-1	27.399999999999995	22.7	21.1
9348	Species	5.5	1995-07-07	40.21	33.53333333333334	36.766666666666666	20.9
9349	Universal Soldier	5.8	1992-07-10	-1	38.93333333333334	32.43333333333334	31.7
9350	Cliffhanger	6.1	1993-05-28	36.29	38.9	44.23333333333333	46.9
9352	EuroTrip	6.4	2004-02-20	31.630000000000003	27.88333333333334	21.933333333333337	23.1
9353	Nacho Libre	5.6	2006-06-16	-1	-1	32.833333333333336	36.8
9354	Honey, I Shrunk the Kids	6.1	1989-06-22	27.740000000000002	28.71666666666667	36.300000000000004	36.2
9355	Mad Max Beyond Thunderdome	5.9	1985-06-29	-1	45.68333333333334	38.3	29.5
9356	Look Who's Talking Too	5.0	1990-12-14	-1	36.11666666666667	37.49999999999999	36.8
9357	One Hour Photo	6.6	2002-08-21	-1	39.666666666666664	40.7	51.1
9358	Final Destination 2	6.0	2003-01-31	29.679999999999996	27.8	27.266666666666666	26.9
9359	Maverick	6.6	1994-05-20	54.010000000000005	47.46666666666667	45.366666666666674	38.4
9360	Anaconda	4.7	1997-04-11	39.59	37.78333333333334	37.93333333333333	27.7
9361	The Last of the Mohicans	7.1	1992-09-25	-1	31.483333333333338	40.800000000000004	35.4
9362	Tremors	6.6	1990-01-19	-1	33.68333333333333	36.199999999999996	31.6
9366	Donnie Brasco	7.4	1997-02-27	41.45	41.61666666666667	43.36666666666667	33.7
9367	El Mariachi	6.6	1992-09-04	-1	-1	-1	-1
9372	Super Size Me	6.6	2004-01-17	-1	-1	-1	33.2
9373	The Texas Chainsaw Massacre	6.1	2003-10-17	32.08	26.03333333333333	23.566666666666666	21.6
9374	Death Becomes Her	6.4	1992-07-30	43.14	41.03333333333334	42.4	43.1
9377	Ferris Bueller's Day Off	7.5	1986-06-11	32.06	26.650000000000002	24.400000000000002	24.2
9378	Thir13en Ghosts	5.4	2001-10-26	-1	34.35	38.7	48.1
9381	Babylon A.D.	5.4	2008-08-20	45.32	47.78333333333333	38.1	41.1
9383	Hollow Man	5.6	2000-08-04	-1	34.13333333333333	37.166666666666664	42.1
9384	Starsky & Hutch	5.6	2004-03-05	36.849999999999994	39.449999999999996	35.333333333333336	38.3
9385	The Twelve Tasks of Asterix	7.3	1976-09-08	-1	-1	52.96666666666667	49.1
9386	In the Line of Fire	6.8	1993-07-08	-1	43.58333333333332	47.36666666666667	63.1
9387	Conan the Barbarian	6.6	1982-04-02	-1	37.6	46.300000000000004	34.7
9388	Thank You for Smoking	7.1	2005-09-05	41.68	33.666666666666664	29.5	37.5
9390	Jerry Maguire	6.7	1996-12-06	27.330000000000002	27.183333333333334	30.333333333333332	34.5
9392	The Descent	6.8	2005-07-08	-1	25.533333333333335	24.633333333333336	24.4
9394	They Call Me Trinity	7.5	1970-12-22	37.6	34.98333333333333	38.9	31.8
9396	Crocodile Dundee II	5.5	1988-05-19	34.41	38.98333333333333	44.36666666666667	48.6
9397	Evolution	5.7	2001-06-08	34.879999999999995	38.733333333333334	38.2	40.9
9398	Zoolander	6.1	2001-09-28	-1	38.9	33.0	35.9
9408	Surf's Up	5.9	2007-06-08	-1	39.36666666666667	35.300000000000004	21.0
9411	Fallen	6.6	1998-01-16	-1	42.833333333333336	50.4	43.1
9421	The Dinner Game	7.7	1998-04-15	-1	46.01666666666667	47.666666666666664	45.4
9425	Soldier	6.0	1998-10-23	-1	39.5	38.300000000000004	47.6
9426	The Fly	7.2	1986-08-15	-1	38.916666666666664	34.76666666666667	33.8
9427	The Full Monty	6.9	1997-08-13	-1	35.333333333333336	27.433333333333334	36.4
9428	The Royal Tenenbaums	7.4	2001-10-05	46.64	41.65	52.63333333333333	71.7
9429	A Night at the Roxbury	5.9	1998-10-01	40.510000000000005	32.53333333333334	32.1	31.2
9430	Go	7.0	1999-04-09	29.230000000000008	28.900000000000002	23.066666666666666	20.3
9433	The Edge	6.7	1997-09-06	-1	45.18333333333333	44.56666666666666	39.5
9434	Grosse Pointe Blank	6.9	1997-04-11	-1	38.9	34.266666666666666	30.8
9437	Kiss the Girls	6.2	1997-10-03	40.78999999999999	41.233333333333334	41.63333333333333	60.4
9441	Stepmom	6.9	1998-12-25	-1	28.116666666666664	43.86666666666667	31.2
9443	Chariots of Fire	6.8	1981-05-15	39.56	34.21666666666667	32.4	33.4
9444	Anastasia	7.4	1997-11-20	40.6	45.833333333333336	42.166666666666664	36.0
9447	Babe: Pig in the City	5.2	1998-11-25	-1	50.49999999999999	58.23333333333333	58.9
9451	Election	6.7	1999-04-23	-1	30.400000000000006	26.76666666666667	37.1
9454	Ever After: A Cinderella Story	6.9	1998-07-31	39.95	36.13333333333333	34.43333333333334	23.5
9461	Enter the Dragon	7.3	1973-08-17	30.189999999999998	32.56666666666666	24.566666666666666	32.7
9462	The Way of the Dragon	7.4	1972-06-01	-1	30.200000000000003	28.0	31.5
9470	Kung Fu Hustle	7.2	2004-02-10	-1	38.31666666666666	40.9	41.7
9471	Charlie's Angels: Full Throttle	5.2	2003-06-27	37.35	37.5	31.26666666666667	30.8
9472	DodgeBall: A True Underdog Story	6.2	2004-06-18	38.989999999999995	40.1	35.23333333333333	34.2
9473	South Park: Bigger, Longer & Uncut	7.1	1999-06-30	-1	36.733333333333334	31.96666666666667	29.7
9474	My Name Is Nobody	7.1	1973-12-13	-1	48.45000000000001	51.699999999999996	34.7
9475	Scent of a Woman	7.3	1992-12-23	42.82	33.5	39.833333333333336	52.7
9476	A Knight's Tale	6.6	2001-05-11	-1	28.400000000000006	26.100000000000005	22.1
9477	King Arthur	6.1	2004-07-07	36.34	31.28333333333333	29.966666666666665	39.8
9479	The Nightmare Before Christmas	7.7	1993-10-09	-1	46.65	43.73333333333333	40.4
9480	Daredevil	5.0	2003-02-14	-1	30.866666666666664	29.333333333333332	30.5
9481	The Bone Collector	6.5	1999-11-04	37.290000000000006	35.68333333333334	33.0	44.9
9482	Judge Dredd	5.4	1995-06-30	-1	46.23333333333333	41.766666666666666	49.0
9486	Johnny English	6.0	2003-04-06	-1	39.43333333333333	41.96666666666666	48.3
9487	A Bug's Life	6.8	1998-11-25	46.75	40.65	28.866666666666664	39.4
9488	Spy Kids 2: The Island of Lost Dreams	5.3	2002-08-07	32.160000000000004	30.28333333333333	29.0	42.0
9489	You've Got Mail	6.4	1998-12-17	36.309999999999995	38.38333333333333	29.566666666666663	42.5
9493	Twins	5.7	1988-12-09	45.879999999999995	39.43333333333333	37.233333333333334	41.4
9494	Look Who's Talking	5.8	1989-10-12	-1	48.650000000000006	44.300000000000004	35.7
9495	The Crow	7.3	1994-05-11	-1	30.3	30.53333333333333	29.3
9502	Kung Fu Panda	6.9	2008-06-04	52.19	46.76666666666666	47.56666666666666	38.8
9504	Glengarry Glen Ross	7.4	1992-09-15	-1	48.0	51.5	52.4
9506	Anger Management	5.9	2003-04-11	43.17	40.81666666666667	49.73333333333333	36.6
9509	Man on Fire	7.3	2004-04-23	-1	41.43333333333333	31.73333333333333	49.4
9513	Garfield: A Tail of Two Kitties	5.1	2006-06-15	-1	51.46666666666667	48.9	55.8
9522	Wedding Crashers	6.4	2005-07-14	40.989999999999995	40.81666666666667	44.76666666666667	36.7
9529	Candyman	6.2	1992-10-16	-1	29.666666666666668	35.300000000000004	31.1
9530	RV	5.6	2006-04-28	-1	35.56666666666667	36.93333333333334	54.8
9531	Superman III	5.3	1983-06-17	39.25	40.73333333333333	44.699999999999996	30.7
9532	Final Destination	6.4	2000-03-16	28.380000000000003	28.999999999999996	24.53333333333333	21.5
9533	Red Dragon	6.7	2002-09-29	45.43	45.333333333333336	45.9	64.8
9535	Analyze This	6.4	1999-03-05	-1	47.583333333333336	47.4	55.6
9538	Scanners	6.6	1981-01-14	-1	-1	38.9	32.9
9539	Martyrs	7.3	2008-09-03	-1	-1	-1	28.2
9541	Jersey Girl	5.8	2004-03-25	36.989999999999995	33.733333333333334	22.599999999999998	31.6
9542	The Hitcher	6.9	1986-02-21	-1	35.050000000000004	28.46666666666667	19.2
9543	Prince of Persia: The Sands of Time	6.2	2010-05-19	41.86	41.7	40.03333333333334	29.4
9549	The Right Stuff	7.4	1983-10-20	37.07	36.96666666666667	34.43333333333334	40.8
9550	House of Flying Daggers	7.1	2004-05-19	-1	-1	32.86666666666667	30.6
9552	The Exorcist	7.5	1973-12-26	40.14	37.9	33.56666666666667	14.9
9556	Darkman	6.3	1990-08-24	-1	35.6	36.43333333333334	38.2
9559	A Perfect World	7.2	1993-11-24	-1	35.300000000000004	43.06666666666667	38.9
9562	Timeline	5.4	2003-11-26	37.510000000000005	38.31666666666667	33.6	30.2
9563	Any Given Sunday	6.8	1999-12-16	42.959999999999994	41.55	44.23333333333333	59.7
9564	Asterix & Obelix Take on Caesar	5.9	1999-02-01	50.85	49.449999999999996	47.73333333333333	46.8
9566	The Fan	5.7	1996-08-15	41.169999999999995	39.4	43.166666666666664	53.0
9567	Tears of the Sun	6.5	2003-03-07	-1	38.25	38.166666666666664	48.0
9571	Dazed and Confused	7.4	1993-09-24	-1	20.65	19.8	20.9
9573	Blood Work	6.1	2002-08-04	-1	50.18333333333334	56.93333333333334	72.2
9574	Flubber	5.3	1997-11-26	44.29	49.083333333333336	42.49999999999999	46.4
9576	Tootsie	7.0	1982-12-16	45.8	43.36666666666667	39.03333333333333	45.4
9587	Little Women	7.0	1994-12-21	32.08	24.799999999999997	31.933333333333334	23.2
9589	Christiane F.	7.3	1981-04-01	-1	-1	21.7	14.5
9591	That Thing You Do!	6.8	1996-10-04	31.02	26.66666666666667	31.166666666666668	26.1
9593	Last Action Hero	6.1	1993-06-18	51.25	52.38333333333333	58.1	45.9
9594	Double Impact	5.3	1991-07-31	-1	41.43333333333334	40.13333333333333	30.8
9595	Hot Shots!	6.4	1991-07-31	38.89	36.583333333333336	26.5	25.9
9598	Babe	6.0	1995-07-18	-1	44.0	43.36666666666667	31.9
9599	The Blob	6.4	1988-08-05	37.85000000000001	35.86666666666667	21.033333333333335	23.0
9600	Big Momma's House	5.6	2000-05-31	-1	27.983333333333334	32.56666666666667	35.1
9602	Coming to America	6.5	1988-06-28	38.42999999999999	38.3	39.4	27.3
9603	Clueless	7.0	1995-07-19	28.660000000000004	22.983333333333334	22.0	18.8
9604	Red Heat	5.8	1988-06-17	-1	37.083333333333336	38.96666666666667	40.9
9607	Super Mario Bros.	4.0	1993-05-28	38.800000000000004	38.1	45.53333333333333	50.6
9610	Conan the Destroyer	5.8	1984-06-29	41.190000000000005	39.949999999999996	40.300000000000004	36.9
9612	Coneheads	4.8	1993-07-23	-1	37.5	41.233333333333334	41.1
9614	Happy Gilmore	6.5	1996-02-16	46.669999999999995	41.983333333333334	33.56666666666667	29.5
9615	The Fast and the Furious: Tokyo Drift	6.1	2006-06-03	-1	28.316666666666666	26.333333333333332	23.5
9618	Tango & Cash	6.1	1989-12-22	44.77000000000001	47.35	35.800000000000004	43.5
9619	Dante's Peak	5.8	1997-02-07	36.76	38.6	31.33333333333333	43.8
9620	Paycheck	5.9	2003-12-25	39.129999999999995	39.85	33.63333333333333	31.4
9621	Elizabethtown	6.1	2005-10-06	-1	40.699999999999996	37.06666666666667	28.7
9626	Red Sonja	5.0	1985-04-09	36.59	33.65	30.96666666666667	37.7
9631	The Negotiator	6.8	1998-07-29	-1	49.78333333333333	44.46666666666666	49.6
9637	Scooby-Doo	5.4	2002-06-14	-1	32.333333333333336	27.96666666666667	26.3
9641	Cheaper by the Dozen 2	5.8	2005-12-21	30.929999999999996	38.06666666666667	54.6	60.4
9645	Ghost Ship	5.3	2002-10-25	-1	37.050000000000004	38.300000000000004	52.5
9647	Scrooged	6.7	1988-11-22	44.940000000000005	46.76666666666667	48.76666666666667	38.2
9654	The Italian Job	6.6	2003-05-30	-1	31.38333333333333	31.2	32.0
9655	She's the Man	6.4	2006-03-17	29.880000000000003	33.88333333333333	23.099999999999998	20.0
9659	Mad Max	6.6	1979-04-12	-1	29.166666666666668	25.53333333333333	23.3
9662	The Triplets of Belleville	7.3	2003-06-11	-1	-1	-1	54.4
9663	Starman	6.6	1984-12-13	-1	39.68333333333333	33.1	35.0
9664	Flyboys	6.3	2006-09-22	-1	39.81666666666667	36.766666666666666	28.4
9665	Glory	7.3	1989-12-15	-1	34.550000000000004	30.0	27.8
9667	The Jacket	6.8	2005-03-04	37.309999999999995	38.73333333333333	40.199999999999996	31.9
9671	Crocodile Dundee	6.3	1986-09-26	-1	41.666666666666664	37.36666666666667	47.0
9675	Sideways	6.9	2004-10-22	-1	43.550000000000004	41.63333333333333	37.4
9676	The Black Dahlia	5.7	2006-09-15	-1	34.76666666666667	29.5	28.2
9678	Little Nicky	5.2	2000-11-10	-1	47.166666666666664	42.76666666666667	34.2
9679	Gone in Sixty Seconds	6.1	2000-06-09	38.09	36.13333333333333	28.96666666666667	36.4
9681	Casanova	6.2	2005-12-25	45.26	40.85	36.0	26.7
9691	Assassins	6.0	1995-10-06	-1	42.23333333333334	39.800000000000004	49.3
9693	Children of Men	7.4	2006-09-22	-1	43.58333333333332	53.79999999999999	42.0
9696	Ichi the Killer	7.0	2001-12-22	-1	35.38333333333333	33.333333333333336	28.1
9697	Lady in the Water	5.3	2006-07-21	40.97	42.21666666666667	46.93333333333334	39.2
9703	The Last Legion	5.0	2007-04-19	38.58	44.93333333333334	47.800000000000004	46.6
9705	Swordfish	6.1	2001-06-07	36.73	40.88333333333333	38.266666666666666	47.3
9708	The Wicker Man	4.1	2006-09-01	41.19	43.26666666666666	49.46666666666667	42.7
9714	Home Alone 3	5.1	1997-12-12	-1	24.316666666666663	26.2	8.9
9718	Talladega Nights: The Ballad of Ricky Bobby	6.2	2006-08-04	40.519999999999996	40.9	38.36666666666667	39.1
9722	Bewitched	4.8	2005-06-21	-1	46.9	49.06666666666666	38.0
9725	Friday the 13th Part 2	6.0	1981-05-01	-1	34.833333333333336	21.96666666666667	21.0
9726	A Good Year	6.5	2006-09-09	37.05	36.949999999999996	47.96666666666667	42.5
9728	Friday the 13th Part III	5.7	1982-08-13	-1	-1	-1	22.8
9730	Friday the 13th: The Final Chapter	5.9	1984-04-13	-1	21.416666666666668	20.366666666666667	28.3
9731	Friday the 13th: A New Beginning	5.1	1985-03-22	-1	-1	24.900000000000002	31.3
9732	The Lion King 2: Simba's Pride	6.7	1998-10-24	43.00000000000001	38.96666666666667	30.8	36.6
9737	Bad Boys	6.5	1995-04-07	34.55	34.516666666666666	28.53333333333333	26.5
9738	Fantastic Four	5.6	2005-06-29	-1	31.21666666666667	26.7	31.8
9739	Demolition Man	6.3	1993-10-08	41.739999999999995	39.71666666666667	35.9	47.3
9740	Hannibal	6.4	2001-02-08	47.36	50.46666666666667	48.76666666666667	63.2
